"","Species","Oxygen","Gram","Motility","MedianGC","antimicrobial_susceptibility","optimal_temp","optimal_ph","pathogenicity"
"1403","Desulfurellakamchatkensis",NA,NA,NA,NA,NA,NA,NA,NA
"1404","Desulfurellamultipotens",NA,NA,NA,NA,NA,NA,NA,NA
"1405","Desulfuribacillusalkaliarsenatis",NA,NA,NA,NA,NA,NA,NA,NA
"1406","Desulfuribacillusstibiiarsenatis",NA,NA,NA,NA,NA,NA,NA,NA
"1407","DesulfurispirillumindicumS5",NA,NA,NA,NA,NA,NA,NA,NA
"1408","Desulfuromonasacetexigens",NA,NA,NA,NA,NA,NA,NA,NA
"1409","Desulfuromonasacetoxidans",NA,NA,NA,NA,NA,NA,NA,NA
"1410","Desulfuromonasmichiganensis",NA,NA,NA,NA,NA,NA,NA,NA
"1411","Desulfuromonassvalbardensis",NA,NA,NA,NA,NA,NA,NA,NA
"1412","DethiobacteralkaliphilusAHT1",NA,NA,NA,NA,NA,NA,NA,NA
"1413","Dethiosulfatibacteraminovorans",NA,NA,NA,NA,NA,NA,NA,NA
"1414","Dethiosulfovibrioacidaminovorans",NA,NA,NA,NA,NA,NA,NA,NA
"1415","Dethiosulfovibriomarinus",NA,NA,NA,NA,NA,NA,NA,NA
"1416","Dethiosulfovibriorussensis",NA,NA,NA,NA,NA,NA,NA,NA
"1417","Devosiahumi",NA,NA,NA,NA,NA,NA,NA,NA
"1418","DevosiainsulaeDS56",NA,NA,NA,NA,NA,NA,NA,NA
"1419","Dialisterhominis",NA,NA,NA,NA,NA,NA,NA,NA
"1420","Dialisterinvisus",NA,NA,NA,NA,NA,NA,NA,NA
"1421","DialisterinvisusDSM15470","Anaerobe","Gram-","0",2017,NA,NA,NA,NA
"1422","Dialistermassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1423","Dialistermicraerophilus",NA,NA,NA,NA,NA,NA,NA,NA
"1424","DialistermicraerophilusDSM19965","Anaerobe","Gram-","0",1295,NA,NA,NA,NA
"1425","Dialisterpneumosintes","0","Gram-","0",1272,NA,NA,NA,NA
"1426","Dialisterpropionicifaciens",NA,NA,NA,NA,NA,NA,NA,NA
"1427","DialistersuccinatiphilusYIT11850","Anaerobe","Gram-","0",2219,NA,NA,NA,NA
"1428","Dickeyachrysanthemi",NA,NA,NA,NA,NA,NA,NA,NA
"1429","Dictyoglomusturgidum",NA,NA,NA,NA,NA,NA,NA,NA
"1430","Dielmafastidiosa","0","Gram+","0",3657,NA,NA,NA,NA
"1431","Dietziacinnamea",NA,NA,NA,NA,NA,NA,NA,NA
"1432","Dietziamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1433","Dietziapapillomatosis",NA,NA,NA,NA,NA,NA,NA,NA
"1434","Diploclosteragilis",NA,NA,NA,NA,NA,NA,NA,NA
"1435","Diploclostermodestus",NA,NA,NA,NA,NA,NA,NA,NA
"1436","Dissulfurimicrobiumhydrothermale",NA,NA,NA,NA,NA,NA,NA,NA
"1437","Dokdonellakoreensis",NA,NA,NA,NA,NA,NA,NA,NA
"1438","Dolosicoccuspaucivorans",NA,NA,NA,NA,NA,NA,NA,NA
"1439","Domibacillusindicus",NA,NA,NA,NA,NA,NA,NA,NA
"1440","Dongiamobilis",NA,NA,NA,NA,NA,NA,NA,NA
"1441","Dongiasoli",NA,NA,NA,NA,NA,NA,NA,NA
"1442","Doreaformicigenerans","Anaerobe","Gram+","0",NA,0,-60,NA,1
"1443","Dorealongicatena","Anaerobe","Gram+","0",NA,0,NA,NA,1
"1444","Doreaphocaeensis",NA,NA,NA,NA,NA,NA,NA,NA
"1445","Drancourtellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1446","Drouetiellafasciculata",NA,NA,NA,NA,NA,NA,NA,NA
"1447","Dubosiellanewyorkensis",NA,NA,NA,NA,NA,NA,NA,NA
"1448","Duncaniellafreteri",NA,NA,NA,NA,NA,NA,NA,NA
"1449","Duncaniellamuricolitica",NA,NA,NA,NA,NA,NA,NA,NA
"1450","Duncaniellamuris",NA,NA,NA,NA,NA,NA,NA,NA
"1451","Duodenibacillusmassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1452","Dyadobacterarcticus",NA,NA,NA,NA,NA,NA,NA,NA
"1453","Dyadobacterbucti",NA,NA,NA,NA,NA,NA,NA,NA
"1454","Dyadobacterflavalbus",NA,NA,NA,NA,NA,NA,NA,NA
"1455","Dyadobacterginsengisoli",NA,NA,NA,NA,NA,NA,NA,NA
"1456","Dyadobactersediminis",NA,NA,NA,NA,NA,NA,NA,NA
"1457","Dyellasolisilvae",NA,NA,NA,NA,NA,NA,NA,NA
"1458","Dysgonomonasalginatilytica",NA,NA,NA,NA,NA,NA,NA,NA
"1459","Dysgonomonascapnocytophagoides",NA,NA,NA,NA,NA,NA,NA,NA
"1460","DysgonomonasgadeiATCCBAA286","Anaerobe","Gram-","0",4203,NA,NA,NA,NA
"1461","Dysgonomonashofstadii",NA,NA,NA,NA,NA,NA,NA,NA
"1462","DysgonomonashofstadiiJCM17038",NA,NA,NA,NA,NA,NA,NA,NA
"1463","Dysgonomonasmacrotermitis",NA,NA,NA,NA,NA,NA,NA,NA
"1464","Dysgonomonasmassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1465","Dysgonomonasmossii",NA,NA,NA,NA,NA,NA,NA,NA
"1466","DysgonomonasmossiiDSM22836","Anaerobe","Gram-","0",3482,NA,NA,NA,NA
"1467","Dysgonomonasoryzarvi",NA,NA,NA,NA,NA,NA,NA,NA
"1468","Dysgonomonastermitidis",NA,NA,NA,NA,NA,NA,NA,NA
"1469","Dysosmobacteracutus",NA,NA,NA,NA,NA,NA,NA,NA
"1470","Dysosmobacterwelbionis",NA,NA,NA,NA,NA,NA,NA,NA
"1471","Echinicolarosea",NA,NA,NA,NA,NA,NA,NA,NA
"1472","Ectobacilluspolymachus",NA,NA,NA,NA,NA,NA,NA,NA
"1473","Edwardsiellaanguillarum",NA,NA,NA,NA,NA,NA,NA,NA
"1474","EdwardsiellaictaluriATCC33202",NA,NA,NA,NA,NA,NA,NA,NA
"1475","Edwardsiellapiscicida",NA,NA,NA,NA,NA,NA,NA,NA
"1476","EdwardsiellatardaATCC15947NBRC105688","Facultative anaerobe","Gram-","0",3328,NA,NA,NA,NA
"1477","Effusibacillusdendaii",NA,NA,NA,NA,NA,NA,NA,NA
"1478","Effusibacilluslacus",NA,NA,NA,NA,NA,NA,NA,NA
"1479","Effusibacilluspohliae",NA,NA,NA,NA,NA,NA,NA,NA
"1480","Eggerthellaguodeyinii",NA,NA,NA,NA,NA,NA,NA,NA
"1481","Eggerthellalenta","Anaerobe","Gram+","0",NA,NA,37,NA,2
"1482","EggerthellasinensisJCM14551",NA,NA,NA,NA,NA,NA,NA,NA
"1483","Eggerthellatimonensis",NA,NA,NA,NA,NA,NA,NA,NA
"1484","Egicoccushalophilus",NA,NA,NA,NA,NA,NA,NA,NA
"1485","Eikenellacorrodens",NA,NA,NA,NA,NA,NA,NA,NA
"1486","Eikenellahalliae",NA,NA,NA,NA,NA,NA,NA,NA
"1487","Eisenbergiellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1488","Eisenbergiellaporci",NA,NA,NA,NA,NA,NA,NA,NA
"1489","Eisenbergiellatayi","Anaerobe","Gram+","0",NA,NA,NA,NA,NA
"1490","Elizabethkingiaanophelis",NA,NA,NA,NA,NA,NA,NA,NA
"1491","Elizabethkingiabruuniana",NA,NA,NA,NA,NA,NA,NA,NA
"1492","Elizabethkingiamiricola",NA,NA,NA,NA,NA,NA,NA,NA
"1493","Elizabethkingiaocculta",NA,NA,NA,NA,NA,NA,NA,NA
"1494","Elizabethkingiaursingii",NA,NA,NA,NA,NA,NA,NA,NA
"1495","Ellagibacterisourolithinifaciens",NA,NA,NA,NA,NA,NA,NA,NA
"1496","Elusimicrobiumminutum",NA,NA,NA,NA,NA,NA,NA,NA
"1497","Emergenciatimonensis","","Gram+","",NA,NA,NA,NA,NA
"1498","Empedobacterbrevis",NA,NA,NA,NA,NA,NA,NA,NA
"1499","Empedobacterfalseniigenomovar1",NA,NA,NA,NA,NA,NA,NA,NA
"1500","Endozoicomonasascidiicola",NA,NA,NA,NA,NA,NA,NA,NA
"1501","Enormaburkinafasonensis",NA,NA,NA,NA,NA,NA,NA,NA
"1502","EnormamassiliensisphI","","Gram+","",NA,NA,NA,NA,NA
"1503","Enormaphocaeensis",NA,NA,NA,NA,NA,NA,NA,NA
"1504","Enormashizhengliae",NA,NA,NA,NA,NA,NA,NA,NA
"1505","Enormatimonensis","0","Gram+","0",2073,NA,NA,NA,NA
"1506","Ensiferadhaerens",NA,NA,NA,NA,NA,NA,NA,NA
"1507","Ensifersesbaniae",NA,NA,NA,NA,NA,NA,NA,NA
"1508","Enterobacillustribolii",NA,NA,NA,NA,NA,NA,NA,NA
"1509","Enterobacterasburiae",NA,NA,NA,NA,NA,NA,NA,NA
"1510","Enterobactercancerogenus",NA,NA,NA,NA,NA,NA,NA,NA
"1511","Enterobacterchengduensis",NA,NA,NA,NA,NA,NA,NA,NA
"1512","Enterobacterchuandaensis",NA,NA,NA,NA,NA,NA,NA,NA
"1513","Enterobactercloacae","Facultative anaerobe","Gram-","0",NA,1,NA,7,2
"1514","Enterobactercloacaesubspdissolvens",NA,NA,NA,NA,NA,NA,NA,NA
"1515","Enterobacterhormaecheisubspxiangfangensis",NA,NA,NA,NA,NA,NA,NA,NA
"1516","Enterobacterhuaxiensis",NA,NA,NA,NA,NA,NA,NA,NA
"1517","Enterobacterkobei",NA,NA,NA,NA,NA,NA,NA,NA
"1518","Enterobactermori","Facultative anaerobe","Gram-","0",NA,0,NA,7,NA
"1519","EnterobactermoriLMG25706","Facultative anaerobe","Gram-","0",4799,NA,NA,NA,NA
"1520","Enterobacteroligotrophicus",NA,NA,NA,NA,NA,NA,NA,NA
"1521","Enterobacterquasihormaechei",NA,NA,NA,NA,NA,NA,NA,NA
"1522","Enterobacterquasiroggenkampii",NA,NA,NA,NA,NA,NA,NA,NA
"1523","Enterobactersichuanensis",NA,NA,NA,NA,NA,NA,NA,NA
"1524","EnterobactersoliATCCBAA2102",NA,NA,NA,NA,NA,NA,NA,NA
"1525","Enterobacterwuhouensis",NA,NA,NA,NA,NA,NA,NA,NA
"1526","Enteroclosteraldenensis",NA,NA,NA,NA,NA,NA,NA,NA
"1527","Enteroclosterasparagiformis",NA,NA,NA,NA,NA,NA,NA,NA
"1528","Enteroclosterbolteae",NA,NA,NA,NA,NA,NA,NA,NA
"1529","Enteroclostercitroniae",NA,NA,NA,NA,NA,NA,NA,NA
"1530","Enteroclosterclostridioformis","Obligate anaerobe","Gram+","Motile",5666,NA,NA,NA,NA
"1531","Enteroclosterlavalensis","Anaerobe","Gram+","Motile",5790,NA,NA,NA,NA
"1532","Enterococcusalcedinis",NA,NA,NA,NA,NA,NA,NA,NA
"1533","Enterococcusalishanensis",NA,NA,NA,NA,NA,NA,NA,NA
"1534","Enterococcusasini",NA,NA,NA,NA,NA,NA,NA,NA
"1535","Enterococcusavium",NA,NA,NA,NA,NA,NA,NA,NA
"1536","EnterococcusaviumATCC14025","Facultative anaerobe","Gram+","0",4565,NA,NA,NA,NA
"1537","Enterococcusbulliens",NA,NA,NA,NA,NA,NA,NA,NA
"1538","Enterococcuscanintestini",NA,NA,NA,NA,NA,NA,NA,NA
"1539","Enterococcuscanis",NA,NA,NA,NA,NA,NA,NA,NA
"1540","Enterococcuscasseliflavus","Facultative anaerobe","Gram+","Nonmotile",NA,NA,NA,NA,NA
"1541","Enterococcuscecorum",NA,NA,NA,NA,NA,NA,NA,NA
"1542","EnterococcuscecorumDSM20682ATCC43198","Facultative anaerobe","Gram+","Nonmotile",2445,NA,NA,NA,NA
"1543","Enterococcuscolumbae",NA,NA,NA,NA,NA,NA,NA,NA
"1544","EnterococcuscolumbaeDSM7374ATCC51263",NA,NA,NA,NA,NA,NA,NA,NA
"1545","Enterococcuscrotali",NA,NA,NA,NA,NA,NA,NA,NA
"1546","Enterococcusdiestrammenae",NA,NA,NA,NA,NA,NA,NA,NA
"1547","Enterococcusdispar",NA,NA,NA,NA,NA,NA,NA,NA
"1548","EnterococcusdisparATCC51266","Facultative anaerobe","Gram+","0",2716,NA,NA,NA,NA
"1549","Enterococcusdongliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1550","Enterococcusdurans","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,2
"1551","Enterococcusfaecalis","Facultative anaerobe","Gram+","0",NA,0,NA,NA,2
"1552","Enterococcusfaecium","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,2
"1553","Enterococcusflorum",NA,NA,NA,NA,NA,NA,NA,NA
"1554","Enterococcusgallinarum","Facultative anaerobe","Gram+","0",NA,1,NA,NA,2
"1555","Enterococcusgilvus","Facultative anaerobe","Gram+","0",NA,1,37,6,NA
"1556","Enterococcushirae",NA,NA,NA,NA,NA,NA,NA,NA
"1557","EnterococcushiraeATCC9790","Facultative anaerobe","Gram+","Nonmotile",2747,NA,NA,NA,NA
"1558","Enterococcushulanensis",NA,NA,NA,NA,NA,NA,NA,NA
"1559","Enterococcusinnesii",NA,NA,NA,NA,NA,NA,NA,NA
"1560","Enterococcusitalicus",NA,NA,NA,NA,NA,NA,NA,NA
"1561","Enterococcuslactis",NA,NA,NA,NA,NA,NA,NA,NA
"1562","Enterococcuslarvae",NA,NA,NA,NA,NA,NA,NA,NA
"1563","Enterococcuslemanii",NA,NA,NA,NA,NA,NA,NA,NA
"1564","Enterococcusmalodoratus",NA,NA,NA,NA,NA,NA,NA,NA
"1565","Enterococcusmassiliensis","","Gram+","",NA,NA,NA,NA,NA
"1566","Enterococcusmediterraneensis",NA,NA,NA,NA,NA,NA,NA,NA
"1567","Enterococcusmundtii",NA,NA,NA,NA,NA,NA,NA,NA
"1568","Enterococcusnangangensis",NA,NA,NA,NA,NA,NA,NA,NA
"1569","Enterococcuspallens","Facultative anaerobe","Gram+","0",NA,1,45,9.6,NA
"1570","Enterococcuspingfangensis",NA,NA,NA,NA,NA,NA,NA,NA
"1571","Enterococcusplantarum",NA,NA,NA,NA,NA,NA,NA,NA
"1572","Enterococcuspseudoavium",NA,NA,NA,NA,NA,NA,NA,NA
"1573","Enterococcusquebecensis",NA,NA,NA,NA,NA,NA,NA,NA
"1574","Enterococcusraffinosus","Facultative anaerobe","Gram+","0",NA,1,37,9.6,2
"1575","Enterococcusrivorum",NA,NA,NA,NA,NA,NA,NA,NA
"1576","Enterococcussaccharolyticussubspsaccharolyticus",NA,NA,NA,NA,NA,NA,NA,NA
"1577","Enterococcussaccharolyticussubsptaiwanensis",NA,NA,NA,NA,NA,NA,NA,NA
"1578","Enterococcussaigonensis",NA,NA,NA,NA,NA,NA,NA,NA
"1579","Enterococcussongbeiensis",NA,NA,NA,NA,NA,NA,NA,NA
"1580","Enterococcussulfureus",NA,NA,NA,NA,NA,NA,NA,NA
"1581","EnterococcussulfureusATCC49903",NA,NA,NA,NA,NA,NA,NA,NA
"1582","Enterococcusthailandicus",NA,NA,NA,NA,NA,NA,NA,NA
"1583","Enterococcustimonensis",NA,NA,NA,NA,NA,NA,NA,NA
"1584","Enterococcusureasiticus",NA,NA,NA,NA,NA,NA,NA,NA
"1585","Enterococcusureilyticus",NA,NA,NA,NA,NA,NA,NA,NA
"1586","Enterococcusviikkiensis",NA,NA,NA,NA,NA,NA,NA,NA
"1587","Enterococcusvillorum",NA,NA,NA,NA,NA,NA,NA,NA
"1588","Enterococcuswangshanyuanii",NA,NA,NA,NA,NA,NA,NA,NA
"1589","Enterococcusxiangfangensis",NA,NA,NA,NA,NA,NA,NA,NA
"1590","Enteroscipiorubneri",NA,NA,NA,NA,NA,NA,NA,NA
"1591","Enterovirgarhinocerotis",NA,NA,NA,NA,NA,NA,NA,NA
"1592","Entomohabitansteleogrylli",NA,NA,NA,NA,NA,NA,NA,NA
"1593","Entomomonasasaccharolytica",NA,NA,NA,NA,NA,NA,NA,NA
"1594","Eoetvoesiellacaeni",NA,NA,NA,NA,NA,NA,NA,NA
"1595","Epilithonimonasarachidiradicis",NA,NA,NA,NA,NA,NA,NA,NA
"1596","EpilithonimonasbovisDSM19482",NA,NA,NA,NA,NA,NA,NA,NA
"1597","Epilithonimonascaeni",NA,NA,NA,NA,NA,NA,NA,NA
"1598","Epilithonimonashominis",NA,NA,NA,NA,NA,NA,NA,NA
"1599","Epilithonimonasmollis",NA,NA,NA,NA,NA,NA,NA,NA
"1600","Epilithonimonaspallida",NA,NA,NA,NA,NA,NA,NA,NA
"1601","Epilithonimonasvandammei",NA,NA,NA,NA,NA,NA,NA,NA
"1602","Epilithonimonaszeae",NA,NA,NA,NA,NA,NA,NA,NA
"1603","Ercellasuccinigenes",NA,NA,NA,NA,NA,NA,NA,NA
"1604","Ereboglobusluteus",NA,NA,NA,NA,NA,NA,NA,NA
"1605","Eremococcuscoleocola",NA,NA,NA,NA,NA,NA,NA,NA
"1606","Erwiniaamylovora",NA,NA,NA,NA,NA,NA,NA,NA
"1607","Erwiniabillingiae",NA,NA,NA,NA,NA,NA,NA,NA
"1608","Erwiniaendophytica",NA,NA,NA,NA,NA,NA,NA,NA
"1609","Erwiniainiecta",NA,NA,NA,NA,NA,NA,NA,NA
"1610","Erwiniaoleae",NA,NA,NA,NA,NA,NA,NA,NA
"1611","Erwiniaphyllosphaerae",NA,NA,NA,NA,NA,NA,NA,NA
"1612","ErwiniapyrifoliaeDSM12163",NA,NA,NA,NA,NA,NA,NA,NA
"1613","Erwiniarhapontici","0","Gram-","0",5017,NA,NA,NA,NA
"1614","ErwiniatasmaniensisEt199",NA,NA,NA,NA,NA,NA,NA,NA
"1615","Erwiniatoletana",NA,NA,NA,NA,NA,NA,NA,NA
"1616","Erysipelothrixanatis",NA,NA,NA,NA,NA,NA,NA,NA
"1617","Erysipelothrixinopinata",NA,NA,NA,NA,NA,NA,NA,NA
"1618","Erysipelothrixlarvae",NA,NA,NA,NA,NA,NA,NA,NA
"1619","Erysipelothrixpiscisicarius",NA,NA,NA,NA,NA,NA,NA,NA
"1620","Erysipelothrixrhusiopathiae",NA,NA,NA,NA,NA,NA,NA,NA
"1621","ErysipelothrixtonsillarumDSM14972",NA,NA,NA,NA,NA,NA,NA,NA
"1622","Erysipelothrixurinaevulpis",NA,NA,NA,NA,NA,NA,NA,NA
"1623","Erythrobacterdokdonensis",NA,NA,NA,NA,NA,NA,NA,NA
"1624","Erythrobacterlitoralis",NA,NA,NA,NA,NA,NA,NA,NA
"1625","Escherichiaalbertii","Facultative anaerobe","Gram-","0",4513,1,37,6.75,2
"1626","Escherichiacoli","Facultative anaerobe","Gram-","0",NA,1,37,6.75,2
"1627","Escherichiafergusonii",NA,NA,NA,NA,NA,NA,NA,NA
"1628","EscherichiafergusoniiATCC35469","Facultative anaerobe","Gram-","Motile",4498,NA,NA,NA,NA
"1629","Escherichiamarmotae",NA,NA,NA,NA,NA,NA,NA,NA
"1630","EthanoligenensharbinenseYUAN3","Obligate anaerobe","Gram+","Motile",2874,NA,NA,NA,NA
"1631","Eubacteriumaggregans",NA,NA,NA,NA,NA,NA,NA,NA
"1632","Eubacteriumcallanderi",NA,NA,NA,NA,NA,NA,NA,NA
"1633","Eubacteriumcoprostanoligenes",NA,NA,NA,NA,NA,NA,NA,NA
"1634","Eubacteriumlimosum","Obligate anaerobe","Gram+","0",NA,0,37,NA,NA
"1635","Eubacteriummaltosivorans",NA,NA,NA,NA,NA,NA,NA,NA
"1636","Eubacteriummultiforme",NA,NA,NA,NA,NA,NA,NA,NA
"1637","EubacteriumnodatumATCC33099",NA,NA,NA,NA,NA,NA,NA,NA
"1638","Eubacteriumoxidoreducens","Obligate anaerobe","Gram+","Nonmotile",2705,NA,NA,NA,NA
"1639","Eubacteriumpyruvativorans","Obligate anaerobe","Gram+","0",2076,NA,NA,NA,NA
"1640","EubacteriumramulusATCC29099","Obligate anaerobe","Gram+","0",3218,NA,NA,NA,NA
"1641","Eubacteriumruminantium",NA,NA,NA,NA,NA,NA,NA,NA
"1642","EubacteriumsulciATCC35585","0","Gram+","0",1634,NA,NA,NA,NA
"1643","Eubacteriumuniforme",NA,NA,NA,NA,NA,NA,NA,NA
"1644","Eubacteriumventriosum",NA,NA,NA,NA,NA,NA,NA,NA
"1645","Eubacteriumxylanophilum",NA,NA,NA,NA,NA,NA,NA,NA
"1646","Evansellacaseinilytica",NA,NA,NA,NA,NA,NA,NA,NA
"1647","Evansellatamaricis",NA,NA,NA,NA,NA,NA,NA,NA
"1648","Evansellavedderi",NA,NA,NA,NA,NA,NA,NA,NA
"1649","Evtepiagabavorous",NA,NA,NA,NA,NA,NA,NA,NA
"1650","Exiguobacteriumoxidotolerans",NA,NA,NA,NA,NA,NA,NA,NA
"1651","Exiguobacteriumsoli",NA,NA,NA,NA,NA,NA,NA,NA
"1652","Extensimonasperlucida",NA,NA,NA,NA,NA,NA,NA,NA
"1653","Extibactermuris","Anaerobe","Gram+","0",NA,NA,NA,NA,NA
"1654","Ezakiellacoagulans",NA,NA,NA,NA,NA,NA,NA,NA
"1655","Ezakiellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1656","Ezakiellaperuensis",NA,NA,NA,NA,NA,NA,NA,NA
"1657","Facklamiahominis",NA,NA,NA,NA,NA,NA,NA,NA
"1658","Facklamialactis",NA,NA,NA,NA,NA,NA,NA,NA
"1659","Facklamialanguida",NA,NA,NA,NA,NA,NA,NA,NA
"1660","Faecalibacillusfaecis",NA,NA,NA,NA,NA,NA,NA,NA
"1661","Faecalibacillusintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"1662","Faecalibacteriumbutyricigenerans",NA,NA,NA,NA,NA,NA,NA,NA
"1663","Faecalibacteriumduncaniae","Obligate anaerobe","Gram+","Nonmotile",3553,NA,NA,NA,NA
"1664","Faecalibacteriumgallinarum",NA,NA,NA,NA,NA,NA,NA,NA
"1665","Faecalibacteriumhattorii",NA,NA,NA,NA,NA,NA,NA,NA
"1666","Faecalibacteriumlongum",NA,NA,NA,NA,NA,NA,NA,NA
"1667","Faecalibacteriumprausnitzii","Obligate anaerobe","Gram+","0",NA,1,37,7.15,2
"1668","Faecalibaculumrodentium",NA,NA,NA,NA,NA,NA,NA,NA
"1669","Faecalicatenaabsiana",NA,NA,NA,NA,NA,NA,NA,NA
"1670","Faecalicatenacontorta",NA,NA,NA,NA,NA,NA,NA,NA
"1671","Faecalicatenafaecalis",NA,NA,NA,NA,NA,NA,NA,NA
"1672","Faecalicatenafissicatena",NA,NA,NA,NA,NA,NA,NA,NA
"1673","Faecalicatenaorotica",NA,NA,NA,NA,NA,NA,NA,NA
"1674","Faecalicoccusacidiformans",NA,NA,NA,NA,NA,NA,NA,NA
"1675","Faecalicoccuspleomorphus",NA,NA,NA,NA,NA,NA,NA,NA
"1676","Faecalimonasumbilicata",NA,NA,NA,NA,NA,NA,NA,NA
"1677","Faecalitaleacylindroides",NA,NA,NA,NA,NA,NA,NA,NA
"1678","Falcatimonasnatans",NA,NA,NA,NA,NA,NA,NA,NA
"1679","Falseniellaignava",NA,NA,NA,NA,NA,NA,NA,NA
"1680","Falsibacilluspallidus",NA,NA,NA,NA,NA,NA,NA,NA
"1681","Falsiroseomonasterricola",NA,NA,NA,NA,NA,NA,NA,NA
"1682","Fannyhesseavaginae","Anaerobe","Gram+","0",1258,NA,NA,NA,NA
"1683","FannyhesseavaginaeDSM15829","Anaerobe","Gram+","Nonmotile",1248,NA,NA,NA,NA
"1684","Fastidiosipilasanguinis",NA,NA,NA,NA,NA,NA,NA,NA
"1685","Feifaniahominis",NA,NA,NA,NA,NA,NA,NA,NA
"1686","Fenollariamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"1687","Fermentibacilluspolygoni",NA,NA,NA,NA,NA,NA,NA,NA
"1688","Fermentimonascaenicola",NA,NA,NA,NA,NA,NA,NA,NA
"1689","FervidicellametallireducensAeB",NA,NA,NA,NA,NA,NA,NA,NA
"1690","Fervidobacteriumriparium",NA,NA,NA,NA,NA,NA,NA,NA
"1691","Fictibacillusaquaticus",NA,NA,NA,NA,NA,NA,NA,NA
"1692","Fictibacillusbarbaricus",NA,NA,NA,NA,NA,NA,NA,NA
"1693","Fictibacillushalophilus",NA,NA,NA,NA,NA,NA,NA,NA
"1694","Fictibacillusiocasae",NA,NA,NA,NA,NA,NA,NA,NA
"1695","Fictibacillusnanhaiensis",NA,NA,NA,NA,NA,NA,NA,NA
"1696","Fictibacillusphosphorivorans",NA,NA,NA,NA,NA,NA,NA,NA
"1697","Filibactertadaridae",NA,NA,NA,NA,NA,NA,NA,NA
"1698","Filifactorvillosus",NA,NA,NA,NA,NA,NA,NA,NA
"1699","Fimbriiglobusruber",NA,NA,NA,NA,NA,NA,NA,NA
"1700","Finegoldiamagna",NA,NA,NA,NA,NA,NA,NA,NA
"1701","Flavihumibactersediminis",NA,NA,NA,NA,NA,NA,NA,NA
"1702","Flavilitoribacternigricans",NA,NA,NA,NA,NA,NA,NA,NA
"1703","FlavilitoribacternigricansDSM23189NBRC102662",NA,NA,NA,NA,NA,NA,NA,NA
"1704","Flavimarinapacifica",NA,NA,NA,NA,NA,NA,NA,NA
"1705","Flavipsychrobacterstenotrophus",NA,NA,NA,NA,NA,NA,NA,NA
"1706","Flavobacteriumacidificum",NA,NA,NA,NA,NA,NA,NA,NA
"1707","Flavobacteriumbanpakuense",NA,NA,NA,NA,NA,NA,NA,NA
"1708","FlavobacteriumbeibuenseF448",NA,NA,NA,NA,NA,NA,NA,NA
"1709","Flavobacteriumcaeni",NA,NA,NA,NA,NA,NA,NA,NA
"1710","Flavobacteriumcerinum",NA,NA,NA,NA,NA,NA,NA,NA
"1711","Flavobacteriumchungbukense",NA,NA,NA,NA,NA,NA,NA,NA
"1712","Flavobacteriumcircumlabens",NA,NA,NA,NA,NA,NA,NA,NA
"1713","Flavobacteriumcompostarboris",NA,NA,NA,NA,NA,NA,NA,NA
"1714","Flavobacteriumfluviale",NA,NA,NA,NA,NA,NA,NA,NA
"1715","Flavobacteriumfluviatile",NA,NA,NA,NA,NA,NA,NA,NA
"1716","Flavobacteriumhercynium",NA,NA,NA,NA,NA,NA,NA,NA
"1717","Flavobacteriumhiemivividum",NA,NA,NA,NA,NA,NA,NA,NA
"1718","FlavobacteriumindicumGPTSA1009DSM17447",NA,NA,NA,NA,NA,NA,NA,NA
"1719","Flavobacteriumlacunae",NA,NA,NA,NA,NA,NA,NA,NA
"1720","Flavobacteriumlindanitolerans",NA,NA,NA,NA,NA,NA,NA,NA
"1721","Flavobacteriummacacae",NA,NA,NA,NA,NA,NA,NA,NA
"1722","Flavobacteriummicrocysteis",NA,NA,NA,NA,NA,NA,NA,NA
"1723","Flavobacteriummicromati",NA,NA,NA,NA,NA,NA,NA,NA
"1724","Flavobacteriummuglaense",NA,NA,NA,NA,NA,NA,NA,NA
"1725","Flavobacteriumoncorhynchi",NA,NA,NA,NA,NA,NA,NA,NA
"1726","Flavobacteriumpanacisoli",NA,NA,NA,NA,NA,NA,NA,NA
"1727","Flavobacteriumplurextorum",NA,NA,NA,NA,NA,NA,NA,NA
"1728","Flavobacteriumrakeshii",NA,NA,NA,NA,NA,NA,NA,NA
"1729","Flavobacteriumreichenbachii",NA,NA,NA,NA,NA,NA,NA,NA
"1730","Flavobacteriumrivuli",NA,NA,NA,NA,NA,NA,NA,NA
"1731","Flavobacteriumsalmonis",NA,NA,NA,NA,NA,NA,NA,NA
"1732","Flavobacteriumsquillarum",NA,NA,NA,NA,NA,NA,NA,NA
"1733","Flavobacteriumsubsaxonicum",NA,NA,NA,NA,NA,NA,NA,NA
